,qid,query
31,87181, hypertension aortic stenosis cardiomyopathy heart disease heart failure echocardiogram cardiac hypertrophy cardiac risk factors high blood pressure heart anatomy 
32,443396, Least Privilege Security information security principles access control cybersecurity authorization data protection network security risk management IT security compliance 
33,87452, post traumatic stress disorder PTSD mental health in the military veterans affairs trauma depression suicide prevention combat stress crisis hotlines military mental health psychological support 
34,855410, skin conditions topical medications over the counter drugs dermatology wound healing medication uses medication side effects drug interactions skincare pharmaceutical brands 
35,1114646, antiviral medications shingles herpes zoster chickenpox viral infections pain management medication side effects prescription drugs immune system healthcare provider consultation 
36,19335, cultural ecology human environment interactions social anthropology cultural adaptations environmental anthropology resource use sustainability indigenous knowledge climate change ecosystems 
37,47923, neurons neurotransmitters action potentials synapses nervous system brain anatomy signal transmission vesicles neurobiology cellular communication 
38,405717, Charles de Gaulle Airport Paris airports Orly Airport travel to France transportation in Paris airport codes European travel public transportation air travel Paris geography 
39,182539, increasing function decreasing function calculus mathematical functions graphs of functions linear functions exponential functions domain and range precalculus mathematical analysis 
40,1113437, evergreen tree conifer pine needles tree identification spruce cones forest ecosystems lumber Christmas trees landscaping trees botany 
41,1129237, boiling point phase changes of matter hydrogen properties cryogenics liquid hydrogen uses gas liquefaction thermodynamics physical chemistry Kelvin temperature scale critical temperature 
42,146187, fast food menu items McDonald s burgers cheeseburgers sandwich ingredients nutrition facts processed foods calorie comparison fast food chains convenience food 
